text,book
be undecided. From that moment I observed my friend's behaviour,Pride & Prejudice
attentively; and I could then perceive that his partiality for Miss,Pride & Prejudice
Bennet was beyond what I had ever witnessed in him. Your sister I also,Pride & Prejudice
"watched. Her look and manners were open, cheerful, and engaging as ever,",Pride & Prejudice
"but without any symptom of peculiar regard, and I remained convinced",Pride & Prejudice
"from the evening's scrutiny, that though she received his attentions",Pride & Prejudice
"with pleasure, she did not invite them by any participation of",Pride & Prejudice
"sentiment. If _you_ have not been mistaken here, _I_ must have been",Pride & Prejudice
in error. Your superior knowledge of your sister must make the latter,Pride & Prejudice
"probable. If it be so, if I have been misled by such error to inflict",Pride & Prejudice
"pain on her, your resentment has not been unreasonable. But I shall not",Pride & Prejudice
"scruple to assert, that the serenity of your sister's countenance and",Pride & Prejudice
air was such as might have given the most acute observer a conviction,Pride & Prejudice
"that, however amiable her temper, her heart was not likely to be",Pride & Prejudice
easily touched. That I was desirous of believing her indifferent is,Pride & Prejudice
certain--but I will venture to say that my investigation and decisions,Pride & Prejudice
are not usually influenced by my hopes or fears. I did not believe,Pride & Prejudice
her to be indifferent because I wished it; I believed it on impartial,Pride & Prejudice
"conviction, as truly as I wished it in reason. My objections to the",Pride & Prejudice
marriage were not merely those which I last night acknowledged to have,Pride & Prejudice
"the utmost force of passion to put aside, in my own case; the want of",Pride & Prejudice
connection could not be so great an evil to my friend as to me. But,Pride & Prejudice
"there were other causes of repugnance; causes which, though still",Pride & Prejudice
"existing, and existing to an equal degree in both instances, I had",Pride & Prejudice
"myself endeavoured to forget, because they were not immediately before",Pride & Prejudice
"me. These causes must be stated, though briefly. The situation of your",Pride & Prejudice
"mother's family, though objectionable, was nothing in comparison to that",Pride & Prejudice
"total want of propriety so frequently, so almost uniformly betrayed by",Pride & Prejudice
"herself, by your three younger sisters, and occasionally even by your",Pride & Prejudice
father. Pardon me. It pains me to offend you. But amidst your concern,Pride & Prejudice
"for the defects of your nearest relations, and your displeasure at this",Pride & Prejudice
"representation of them, let it give you consolation to consider that, to",Pride & Prejudice
"have conducted yourselves so as to avoid any share of the like censure,",Pride & Prejudice
"is praise no less generally bestowed on you and your elder sister, than",Pride & Prejudice
it is honourable to the sense and disposition of both. I will only say,Pride & Prejudice
"farther that from what passed that evening, my opinion of all parties",Pride & Prejudice
"was confirmed, and every inducement heightened which could have led",Pride & Prejudice
"me before, to preserve my friend from what I esteemed a most unhappy",Pride & Prejudice
"connection. He left Netherfield for London, on the day following, as",Pride & Prejudice
"you, I am certain, remember, with the design of soon returning.",Pride & Prejudice
,Pride & Prejudice
"""The part which I acted is now to be explained. His sisters' uneasiness",Pride & Prejudice
had been equally excited with my own; our coincidence of feeling was,Pride & Prejudice
"soon discovered, and, alike sensible that no time was to be lost in",Pride & Prejudice
"detaching their brother, we shortly resolved on joining him directly in",Pride & Prejudice
London. We accordingly went--and there I readily engaged in the office,Pride & Prejudice
of pointing out to my friend the certain evils of such a choice. I,Pride & Prejudice
"described, and enforced them earnestly. But, however this remonstrance",Pride & Prejudice
"might have staggered or delayed his determination, I do not suppose",Pride & Prejudice
"that it would ultimately have prevented the marriage, had it not been",Pride & Prejudice
"seconded by the assurance that I hesitated not in giving, of your",Pride & Prejudice
sister's indifference. He had before believed her to return his,Pride & Prejudice
"affection with sincere, if not with equal regard. But Bingley has great",Pride & Prejudice
"natural modesty, with a stronger dependence on my judgement than on his",Pride & Prejudice
"own. To convince him, therefore, that he had deceived himself, was",Pride & Prejudice
no very difficult point. To persuade him against returning into,Pride & Prejudice
"Hertfordshire, when that conviction had been given, was scarcely the",Pride & Prejudice
work of a moment. I cannot blame myself for having done thus much. There,Pride & Prejudice
is but one part of my conduct in the whole affair on which I do not,Pride & Prejudice
reflect with satisfaction; it is that I condescended to adopt the,Pride & Prejudice
measures of art so far as to conceal from him your sister's being in,Pride & Prejudice
"town. I knew it myself, as it was known to Miss Bingley; but her",Pride & Prejudice
brother is even yet ignorant of it. That they might have met without,Pride & Prejudice
ill consequence is perhaps probable; but his regard did not appear to me,Pride & Prejudice
enough extinguished for him to see her without some danger. Perhaps this,Pride & Prejudice
"concealment, this disguise was beneath me; it is done, however, and it",Pride & Prejudice
"was done for the best. On this subject I have nothing more to say, no",Pride & Prejudice
"other apology to offer. If I have wounded your sister's feelings, it",Pride & Prejudice
was unknowingly done and though the motives which governed me may to,Pride & Prejudice
"you very naturally appear insufficient, I have not yet learnt to condemn",Pride & Prejudice
them.,Pride & Prejudice
,Pride & Prejudice
"""With respect to that other, more weighty accusation, of having injured",Pride & Prejudice
"Mr. Wickham, I can only refute it by laying before you the whole of his",Pride & Prejudice
connection with my family. Of what he has _particularly_ accused me I,Pride & Prejudice
"am ignorant; but of the truth of what I shall relate, I can summon more",Pride & Prejudice
than one witness of undoubted veracity.,Pride & Prejudice
,Pride & Prejudice
"""Mr. Wickham is the son of a very respectable man, who had for many",Pride & Prejudice
"years the management of all the Pemberley estates, and whose good",Pride & Prejudice
conduct in the discharge of his trust naturally inclined my father to,Pride & Prejudice
"be of service to him; and on George Wickham, who was his godson, his",Pride & Prejudice
kindness was therefore liberally bestowed. My father supported him at,Pride & Prejudice
"school, and afterwards at Cambridge--most important assistance, as his",Pride & Prejudice
"own father, always poor from the extravagance of his wife, would have",Pride & Prejudice
been unable to give him a gentleman's education. My father was not only,Pride & Prejudice
"fond of this young man's society, whose manners were always engaging; he",Pride & Prejudice
"had also the highest opinion of him, and hoping the church would be",Pride & Prejudice
"his profession, intended to provide for him in it. As for myself, it is",Pride & Prejudice
"many, many years since I first began to think of him in a very different",Pride & Prejudice
"manner. The vicious propensities--the want of principle, which he was",Pride & Prejudice
"careful to guard from the knowledge of his best friend, could not escape",Pride & Prejudice
"the observation of a young man of nearly the same age with himself,",Pride & Prejudice
"and who had opportunities of seeing him in unguarded moments, which Mr.",Pride & Prejudice
Darcy could not have. Here again I shall give you pain--to what degree,Pride & Prejudice
you only can tell. But whatever may be the sentiments which Mr. Wickham,Pride & Prejudice
"has created, a suspicion of their nature shall not prevent me from",Pride & Prejudice
unfolding his real character--it adds even another motive.,Pride & Prejudice
,Pride & Prejudice
"""My excellent father died about five years ago; and his attachment to",Pride & Prejudice
"Mr. Wickham was to the last so steady, that in his will he particularly",Pride & Prejudice
"recommended it to me, to promote his advancement in the best manner",Pride & Prejudice
"that his profession might allow--and if he took orders, desired that a",Pride & Prejudice
valuable family living might be his as soon as it became vacant. There,Pride & Prejudice
was also a legacy of one thousand pounds. His own father did not long,Pride & Prejudice
"survive mine, and within half a year from these events, Mr. Wickham",Pride & Prejudice
"wrote to inform me that, having finally resolved against taking orders,",Pride & Prejudice
he hoped I should not think it unreasonable for him to expect some more,Pride & Prejudice
"immediate pecuniary advantage, in lieu of the preferment, by which he",Pride & Prejudice
"could not be benefited. He had some intention, he added, of studying",Pride & Prejudice
"law, and I must be aware that the interest of one thousand pounds would",Pride & Prejudice
"be a very insufficient support therein. I rather wished, than believed",Pride & Prejudice
"him to be sincere; but, at any rate, was perfectly ready to accede to",Pride & Prejudice
his proposal. I knew that Mr. Wickham ought not to be a clergyman; the,Pride & Prejudice
business was therefore soon settled--he resigned all claim to assistance,Pride & Prejudice
"in the church, were it possible that he could ever be in a situation to",Pride & Prejudice
"receive it, and accepted in return three thousand pounds. All connection",Pride & Prejudice
between us seemed now dissolved. I thought too ill of him to invite him,Pride & Prejudice
"to Pemberley, or admit his society in town. In town I believe he chiefly",Pride & Prejudice
"lived, but his studying the law was a mere pretence, and being now free",Pride & Prejudice
"from all restraint, his life was a life of idleness and dissipation.",Pride & Prejudice
For about three years I heard little of him; but on the decease of the,Pride & Prejudice
"incumbent of the living which had been designed for him, he applied to",Pride & Prejudice
"me again by letter for the presentation. His circumstances, he assured",Pride & Prejudice
"me, and I had no difficulty in believing it, were exceedingly bad. He",Pride & Prejudice
"had found the law a most unprofitable study, and was now absolutely",Pride & Prejudice
"resolved on being ordained, if I would present him to the living in",Pride & Prejudice
"question--of which he trusted there could be little doubt, as he was",Pride & Prejudice
"well assured that I had no other person to provide for, and I could not",Pride & Prejudice
have forgotten my revered father's intentions. You will hardly blame,Pride & Prejudice
"me for refusing to comply with this entreaty, or for resisting every",Pride & Prejudice
repetition to it. His resentment was in proportion to the distress of,Pride & Prejudice
his circumstances--and he was doubtless as violent in his abuse of me,Pride & Prejudice
to others as in his reproaches to myself. After this period every,Pride & Prejudice
appearance of acquaintance was dropped. How he lived I know not. But,Pride & Prejudice
last summer he was again most painfully obtruded on my notice.,Pride & Prejudice
,Pride & Prejudice
"""I must now mention a circumstance which I would wish to forget myself,",Pride & Prejudice
and which no obligation less than the present should induce me to unfold,Pride & Prejudice
"to any human being. Having said thus much, I feel no doubt of your",Pride & Prejudice
"secrecy. My sister, who is more than ten years my junior, was left to",Pride & Prejudice
"the guardianship of my mother's nephew, Colonel Fitzwilliam, and myself.",Pride & Prejudice
"About a year ago, she was taken from school, and an establishment formed",Pride & Prejudice
for her in London; and last summer she went with the lady who presided,Pride & Prejudice
"over it, to Ramsgate; and thither also went Mr. Wickham, undoubtedly by",Pride & Prejudice
design; for there proved to have been a prior acquaintance between him,Pride & Prejudice
"and Mrs. Younge, in whose character we were most unhappily deceived; and",Pride & Prejudice
"by her connivance and aid, he so far recommended himself to Georgiana,",Pride & Prejudice
whose affectionate heart retained a strong impression of his kindness to,Pride & Prejudice
"her as a child, that she was persuaded to believe herself in love, and",Pride & Prejudice
"to consent to an elopement. She was then but fifteen, which must be her",Pride & Prejudice
"excuse; and after stating her imprudence, I am happy to add, that I owed",Pride & Prejudice
the knowledge of it to herself. I joined them unexpectedly a day or two,Pride & Prejudice
"before the intended elopement, and then Georgiana, unable to support the",Pride & Prejudice
idea of grieving and offending a brother whom she almost looked up to as,Pride & Prejudice
"a father, acknowledged the whole to me. You may imagine what I felt and",Pride & Prejudice
how I acted. Regard for my sister's credit and feelings prevented,Pride & Prejudice
"any public exposure; but I wrote to Mr. Wickham, who left the place",Pride & Prejudice
"immediately, and Mrs. Younge was of course removed from her charge. Mr.",Pride & Prejudice
"Wickham's chief object was unquestionably my sister's fortune, which",Pride & Prejudice
is thirty thousand pounds; but I cannot help supposing that the hope of,Pride & Prejudice
revenging himself on me was a strong inducement. His revenge would have,Pride & Prejudice
been complete indeed.,Pride & Prejudice
,Pride & Prejudice
"""This, madam, is a faithful narrative of every event in which we have",Pride & Prejudice
been concerned together; and if you do not absolutely reject it as,Pride & Prejudice
"false, you will, I hope, acquit me henceforth of cruelty towards Mr.",Pride & Prejudice
"Wickham. I know not in what manner, under what form of falsehood he",Pride & Prejudice
had imposed on you; but his success is not perhaps to be wondered,Pride & Prejudice
"at. Ignorant as you previously were of everything concerning either,",Pride & Prejudice
"detection could not be in your power, and suspicion certainly not in",Pride & Prejudice
your inclination.,Pride & Prejudice
,Pride & Prejudice
"""You may possibly wonder why all this was not told you last night; but",Pride & Prejudice
I was not then master enough of myself to know what could or ought to,Pride & Prejudice
"be revealed. For the truth of everything here related, I can appeal more",Pride & Prejudice
"particularly to the testimony of Colonel Fitzwilliam, who, from our",Pride & Prejudice
"near relationship and constant intimacy, and, still more, as one of",Pride & Prejudice
"the executors of my father's will, has been unavoidably acquainted",Pride & Prejudice
with every particular of these transactions. If your abhorrence of _me_,Pride & Prejudice
"should make _my_ assertions valueless, you cannot be prevented by",Pride & Prejudice
the same cause from confiding in my cousin; and that there may be,Pride & Prejudice
"the possibility of consulting him, I shall endeavour to find some",Pride & Prejudice
opportunity of putting this letter in your hands in the course of the,Pride & Prejudice
"morning. I will only add, God bless you.",Pride & Prejudice
,Pride & Prejudice
"""FITZWILLIAM DARCY""",Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 36,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
"If Elizabeth, when Mr. Darcy gave her the letter, did not expect it to",Pride & Prejudice
"contain a renewal of his offers, she had formed no expectation at all of",Pride & Prejudice
"its contents. But such as they were, it may well be supposed how eagerly",Pride & Prejudice
"she went through them, and what a contrariety of emotion they excited.",Pride & Prejudice
Her feelings as she read were scarcely to be defined. With amazement did,Pride & Prejudice
she first understand that he believed any apology to be in his power;,Pride & Prejudice
"and steadfastly was she persuaded, that he could have no explanation",Pride & Prejudice
"to give, which a just sense of shame would not conceal. With a strong",Pride & Prejudice
"prejudice against everything he might say, she began his account of what",Pride & Prejudice
had happened at Netherfield. She read with an eagerness which hardly,Pride & Prejudice
"left her power of comprehension, and from impatience of knowing what the",Pride & Prejudice
"next sentence might bring, was incapable of attending to the sense of",Pride & Prejudice
the one before her eyes. His belief of her sister's insensibility she,Pride & Prejudice
"instantly resolved to be false; and his account of the real, the worst",Pride & Prejudice
"objections to the match, made her too angry to have any wish of doing",Pride & Prejudice
him justice. He expressed no regret for what he had done which satisfied,Pride & Prejudice
"her; his style was not penitent, but haughty. It was all pride and",Pride & Prejudice
insolence.,Pride & Prejudice
,Pride & Prejudice
But when this subject was succeeded by his account of Mr. Wickham--when,Pride & Prejudice
"she read with somewhat clearer attention a relation of events which,",Pride & Prejudice
"if true, must overthrow every cherished opinion of his worth, and which",Pride & Prejudice
bore so alarming an affinity to his own history of himself--her,Pride & Prejudice
feelings were yet more acutely painful and more difficult of definition.,Pride & Prejudice
"Astonishment, apprehension, and even horror, oppressed her. She wished",Pride & Prejudice
"to discredit it entirely, repeatedly exclaiming, ""This must be false!",Pride & Prejudice
"This cannot be! This must be the grossest falsehood!""--and when she had",Pride & Prejudice
"gone through the whole letter, though scarcely knowing anything of the",Pride & Prejudice
"last page or two, put it hastily away, protesting that she would not",Pride & Prejudice
"regard it, that she would never look in it again.",Pride & Prejudice
,Pride & Prejudice
"In this perturbed state of mind, with thoughts that could rest on",Pride & Prejudice
"nothing, she walked on; but it would not do; in half a minute the letter",Pride & Prejudice
"was unfolded again, and collecting herself as well as she could, she",Pride & Prejudice
"again began the mortifying perusal of all that related to Wickham, and",Pride & Prejudice
commanded herself so far as to examine the meaning of every sentence.,Pride & Prejudice
The account of his connection with the Pemberley family was exactly what,Pride & Prejudice
"he had related himself; and the kindness of the late Mr. Darcy, though",Pride & Prejudice
"she had not before known its extent, agreed equally well with his own",Pride & Prejudice
words. So far each recital confirmed the other; but when she came to the,Pride & Prejudice
"will, the difference was great. What Wickham had said of the living",Pride & Prejudice
"was fresh in her memory, and as she recalled his very words, it was",Pride & Prejudice
impossible not to feel that there was gross duplicity on one side or the,Pride & Prejudice
"other; and, for a few moments, she flattered herself that her wishes did",Pride & Prejudice
"not err. But when she read and re-read with the closest attention, the",Pride & Prejudice
particulars immediately following of Wickham's resigning all pretensions,Pride & Prejudice
"to the living, of his receiving in lieu so considerable a sum as three",Pride & Prejudice
"thousand pounds, again was she forced to hesitate. She put down",Pride & Prejudice
"the letter, weighed every circumstance with what she meant to be",Pride & Prejudice
impartiality--deliberated on the probability of each statement--but with,Pride & Prejudice
little success. On both sides it was only assertion. Again she read,Pride & Prejudice
"on; but every line proved more clearly that the affair, which she had",Pride & Prejudice
believed it impossible that any contrivance could so represent as to,Pride & Prejudice
"render Mr. Darcy's conduct in it less than infamous, was capable of a",Pride & Prejudice
turn which must make him entirely blameless throughout the whole.,Pride & Prejudice
,Pride & Prejudice
The extravagance and general profligacy which he scrupled not to lay at,Pride & Prejudice
"Mr. Wickham's charge, exceedingly shocked her; the more so, as she could",Pride & Prejudice
bring no proof of its injustice. She had never heard of him before his,Pride & Prejudice
"entrance into the ----shire Militia, in which he had engaged at the",Pride & Prejudice
"persuasion of the young man who, on meeting him accidentally in town,",Pride & Prejudice
had there renewed a slight acquaintance. Of his former way of life,Pride & Prejudice
nothing had been known in Hertfordshire but what he told himself. As,Pride & Prejudice
"to his real character, had information been in her power, she had",Pride & Prejudice
"never felt a wish of inquiring. His countenance, voice, and manner had",Pride & Prejudice
established him at once in the possession of every virtue. She tried,Pride & Prejudice
"to recollect some instance of goodness, some distinguished trait of",Pride & Prejudice
"integrity or benevolence, that might rescue him from the attacks of",Pride & Prejudice
"Mr. Darcy; or at least, by the predominance of virtue, atone for those",Pride & Prejudice
casual errors under which she would endeavour to class what Mr. Darcy,Pride & Prejudice
had described as the idleness and vice of many years' continuance. But,Pride & Prejudice
no such recollection befriended her. She could see him instantly before,Pride & Prejudice
"her, in every charm of air and address; but she could remember no more",Pride & Prejudice
"substantial good than the general approbation of the neighbourhood, and",Pride & Prejudice
the regard which his social powers had gained him in the mess. After,Pride & Prejudice
"pausing on this point a considerable while, she once more continued to",Pride & Prejudice
"read. But, alas! the story which followed, of his designs on Miss",Pride & Prejudice
"Darcy, received some confirmation from what had passed between Colonel",Pride & Prejudice
Fitzwilliam and herself only the morning before; and at last she was,Pride & Prejudice
referred for the truth of every particular to Colonel Fitzwilliam,Pride & Prejudice
himself--from whom she had previously received the information of his,Pride & Prejudice
"near concern in all his cousin's affairs, and whose character she had no",Pride & Prejudice
reason to question. At one time she had almost resolved on applying to,Pride & Prejudice
"him, but the idea was checked by the awkwardness of the application, and",Pride & Prejudice
at length wholly banished by the conviction that Mr. Darcy would never,Pride & Prejudice
"have hazarded such a proposal, if he had not been well assured of his",Pride & Prejudice
cousin's corroboration.,Pride & Prejudice
,Pride & Prejudice
She perfectly remembered everything that had passed in conversation,Pride & Prejudice
"between Wickham and herself, in their first evening at Mr. Phillips's.",Pride & Prejudice
Many of his expressions were still fresh in her memory. She was _now_,Pride & Prejudice
"struck with the impropriety of such communications to a stranger, and",Pride & Prejudice
wondered it had escaped her before. She saw the indelicacy of putting,Pride & Prejudice
"himself forward as he had done, and the inconsistency of his professions",Pride & Prejudice
with his conduct. She remembered that he had boasted of having no fear,Pride & Prejudice
"of seeing Mr. Darcy--that Mr. Darcy might leave the country, but that",Pride & Prejudice
_he_ should stand his ground; yet he had avoided the Netherfield ball,Pride & Prejudice
"the very next week. She remembered also that, till the Netherfield",Pride & Prejudice
"family had quitted the country, he had told his story to no one but",Pride & Prejudice
herself; but that after their removal it had been everywhere discussed;,Pride & Prejudice
"that he had then no reserves, no scruples in sinking Mr. Darcy's",Pride & Prejudice
"character, though he had assured her that respect for the father would",Pride & Prejudice
always prevent his exposing the son.,Pride & Prejudice
,Pride & Prejudice
How differently did everything now appear in which he was concerned!,Pride & Prejudice
His attentions to Miss King were now the consequence of views solely and,Pride & Prejudice
hatefully mercenary; and the mediocrity of her fortune proved no longer,Pride & Prejudice
"the moderation of his wishes, but his eagerness to grasp at anything.",Pride & Prejudice
His behaviour to herself could now have had no tolerable motive; he had,Pride & Prejudice
"either been deceived with regard to her fortune, or had been gratifying",Pride & Prejudice
his vanity by encouraging the preference which she believed she had most,Pride & Prejudice
incautiously shown. Every lingering struggle in his favour grew fainter,Pride & Prejudice
"and fainter; and in farther justification of Mr. Darcy, she could not",Pride & Prejudice
"but allow that Mr. Bingley, when questioned by Jane, had long ago",Pride & Prejudice
asserted his blamelessness in the affair; that proud and repulsive as,Pride & Prejudice
"were his manners, she had never, in the whole course of their",Pride & Prejudice
acquaintance--an acquaintance which had latterly brought them much,Pride & Prejudice
"together, and given her a sort of intimacy with his ways--seen anything",Pride & Prejudice
that betrayed him to be unprincipled or unjust--anything that spoke him,Pride & Prejudice
of irreligious or immoral habits; that among his own connections he was,Pride & Prejudice
esteemed and valued--that even Wickham had allowed him merit as a,Pride & Prejudice
"brother, and that she had often heard him speak so affectionately of his",Pride & Prejudice
sister as to prove him capable of _some_ amiable feeling; that had his,Pride & Prejudice
"actions been what Mr. Wickham represented them, so gross a violation of",Pride & Prejudice
everything right could hardly have been concealed from the world; and,Pride & Prejudice
"that friendship between a person capable of it, and such an amiable man",Pride & Prejudice
"as Mr. Bingley, was incomprehensible.",Pride & Prejudice
,Pride & Prejudice
She grew absolutely ashamed of herself. Of neither Darcy nor Wickham,Pride & Prejudice
"could she think without feeling she had been blind, partial, prejudiced,",Pride & Prejudice
absurd.,Pride & Prejudice
,Pride & Prejudice
"""How despicably I have acted!"" she cried; ""I, who have prided myself",Pride & Prejudice
"on my discernment! I, who have valued myself on my abilities! who have",Pride & Prejudice
"often disdained the generous candour of my sister, and gratified",Pride & Prejudice
my vanity in useless or blameable mistrust! How humiliating is this,Pride & Prejudice
"discovery! Yet, how just a humiliation! Had I been in love, I could",Pride & Prejudice
"not have been more wretchedly blind! But vanity, not love, has been my",Pride & Prejudice
"folly. Pleased with the preference of one, and offended by the neglect",Pride & Prejudice
"of the other, on the very beginning of our acquaintance, I have courted",Pride & Prejudice
"prepossession and ignorance, and driven reason away, where either were",Pride & Prejudice
"concerned. Till this moment I never knew myself.""",Pride & Prejudice
,Pride & Prejudice
"From herself to Jane--from Jane to Bingley, her thoughts were in a line",Pride & Prejudice
which soon brought to her recollection that Mr. Darcy's explanation,Pride & Prejudice
"_there_ had appeared very insufficient, and she read it again. Widely",Pride & Prejudice
different was the effect of a second perusal. How could she deny that,Pride & Prejudice
"credit to his assertions in one instance, which she had been obliged to",Pride & Prejudice
give in the other? He declared himself to be totally unsuspicious of her,Pride & Prejudice
sister's attachment; and she could not help remembering what Charlotte's,Pride & Prejudice
opinion had always been. Neither could she deny the justice of his,Pride & Prejudice
"description of Jane. She felt that Jane's feelings, though fervent, were",Pride & Prejudice
"little displayed, and that there was a constant complacency in her air",Pride & Prejudice
and manner not often united with great sensibility.,Pride & Prejudice
,Pride & Prejudice
When she came to that part of the letter in which her family were,Pride & Prejudice
"mentioned in terms of such mortifying, yet merited reproach, her sense",Pride & Prejudice
of shame was severe. The justice of the charge struck her too forcibly,Pride & Prejudice
"for denial, and the circumstances to which he particularly alluded as",Pride & Prejudice
"having passed at the Netherfield ball, and as confirming all his first",Pride & Prejudice
"disapprobation, could not have made a stronger impression on his mind",Pride & Prejudice
than on hers.,Pride & Prejudice
,Pride & Prejudice
"The compliment to herself and her sister was not unfelt. It soothed,",Pride & Prejudice
but it could not console her for the contempt which had thus been,Pride & Prejudice
self-attracted by the rest of her family; and as she considered,Pride & Prejudice
that Jane's disappointment had in fact been the work of her nearest,Pride & Prejudice
"relations, and reflected how materially the credit of both must be hurt",Pride & Prejudice
"by such impropriety of conduct, she felt depressed beyond anything she",Pride & Prejudice
had ever known before.,Pride & Prejudice
,Pride & Prejudice
"After wandering along the lane for two hours, giving way to every",Pride & Prejudice
"variety of thought--re-considering events, determining probabilities,",Pride & Prejudice
"and reconciling herself, as well as she could, to a change so sudden and",Pride & Prejudice
"so important, fatigue, and a recollection of her long absence, made",Pride & Prejudice
her at length return home; and she entered the house with the wish,Pride & Prejudice
"of appearing cheerful as usual, and the resolution of repressing such",Pride & Prejudice
reflections as must make her unfit for conversation.,Pride & Prejudice
,Pride & Prejudice
She was immediately told that the two gentlemen from Rosings had each,Pride & Prejudice
"called during her absence; Mr. Darcy, only for a few minutes, to take",Pride & Prejudice
leave--but that Colonel Fitzwilliam had been sitting with them at least,Pride & Prejudice
"an hour, hoping for her return, and almost resolving to walk after her",Pride & Prejudice
till she could be found. Elizabeth could but just _affect_ concern,Pride & Prejudice
in missing him; she really rejoiced at it. Colonel Fitzwilliam was no,Pride & Prejudice
longer an object; she could think only of her letter.,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 37,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
"The two gentlemen left Rosings the next morning, and Mr. Collins having",Pride & Prejudice
"been in waiting near the lodges, to make them his parting obeisance, was",Pride & Prejudice
"able to bring home the pleasing intelligence, of their appearing in very",Pride & Prejudice
"good health, and in as tolerable spirits as could be expected, after the",Pride & Prejudice
melancholy scene so lately gone through at Rosings. To Rosings he then,Pride & Prejudice
"hastened, to console Lady Catherine and her daughter; and on his return",Pride & Prejudice
"brought back, with great satisfaction, a message from her ladyship,",Pride & Prejudice
importing that she felt herself so dull as to make her very desirous of,Pride & Prejudice
having them all to dine with her.,Pride & Prejudice
,Pride & Prejudice
"Elizabeth could not see Lady Catherine without recollecting that, had",Pride & Prejudice
"she chosen it, she might by this time have been presented to her as",Pride & Prejudice
"her future niece; nor could she think, without a smile, of what her",Pride & Prejudice
"ladyship's indignation would have been. ""What would she have said? how",Pride & Prejudice
"would she have behaved?"" were questions with which she amused herself.",Pride & Prejudice
,Pride & Prejudice
"Their first subject was the diminution of the Rosings party. ""I assure",Pride & Prejudice
"you, I feel it exceedingly,"" said Lady Catherine; ""I believe no one",Pride & Prejudice
feels the loss of friends so much as I do. But I am particularly,Pride & Prejudice
"attached to these young men, and know them to be so much attached to",Pride & Prejudice
me! They were excessively sorry to go! But so they always are. The,Pride & Prejudice
dear Colonel rallied his spirits tolerably till just at last; but Darcy,Pride & Prejudice
"seemed to feel it most acutely, more, I think, than last year. His",Pride & Prejudice
"attachment to Rosings certainly increases.""",Pride & Prejudice
,Pride & Prejudice
"Mr. Collins had a compliment, and an allusion to throw in here, which",Pride & Prejudice
were kindly smiled on by the mother and daughter.,Pride & Prejudice
,Pride & Prejudice
"Lady Catherine observed, after dinner, that Miss Bennet seemed out of",Pride & Prejudice
"spirits, and immediately accounting for it by herself, by supposing that",Pride & Prejudice
"she did not like to go home again so soon, she added:",Pride & Prejudice
,Pride & Prejudice
"""But if that is the case, you must write to your mother and beg that",Pride & Prejudice
you may stay a little longer. Mrs. Collins will be very glad of your,Pride & Prejudice
"company, I am sure.""",Pride & Prejudice
,Pride & Prejudice
"""I am much obliged to your ladyship for your kind invitation,"" replied",Pride & Prejudice
"Elizabeth, ""but it is not in my power to accept it. I must be in town",Pride & Prejudice
"next Saturday.""",Pride & Prejudice
,Pride & Prejudice
"""Why, at that rate, you will have been here only six weeks. I expected",Pride & Prejudice
you to stay two months. I told Mrs. Collins so before you came. There,Pride & Prejudice
can be no occasion for your going so soon. Mrs. Bennet could certainly,Pride & Prejudice
"spare you for another fortnight.""",Pride & Prejudice
,Pride & Prejudice
"""But my father cannot. He wrote last week to hurry my return.""",Pride & Prejudice
,Pride & Prejudice
"""Oh! your father of course may spare you, if your mother can. Daughters",Pride & Prejudice
are never of so much consequence to a father. And if you will stay,Pride & Prejudice
"another _month_ complete, it will be in my power to take one of you as",Pride & Prejudice
"far as London, for I am going there early in June, for a week; and as",Pride & Prejudice
"Dawson does not object to the barouche-box, there will be very good room",Pride & Prejudice
"for one of you--and indeed, if the weather should happen to be cool, I",Pride & Prejudice
"should not object to taking you both, as you are neither of you large.""",Pride & Prejudice
,Pride & Prejudice
"""You are all kindness, madam; but I believe we must abide by our",Pride & Prejudice
"original plan.""",Pride & Prejudice
,Pride & Prejudice
"Lady Catherine seemed resigned. ""Mrs. Collins, you must send a servant",Pride & Prejudice
"with them. You know I always speak my mind, and I cannot bear the idea",Pride & Prejudice
of two young women travelling post by themselves. It is highly improper.,Pride & Prejudice
You must contrive to send somebody. I have the greatest dislike in,Pride & Prejudice
the world to that sort of thing. Young women should always be properly,Pride & Prejudice
"guarded and attended, according to their situation in life. When my",Pride & Prejudice
"niece Georgiana went to Ramsgate last summer, I made a point of her",Pride & Prejudice
"having two men-servants go with her. Miss Darcy, the daughter of",Pride & Prejudice
"Mr. Darcy, of Pemberley, and Lady Anne, could not have appeared with",Pride & Prejudice
propriety in a different manner. I am excessively attentive to all those,Pride & Prejudice
"things. You must send John with the young ladies, Mrs. Collins. I",Pride & Prejudice
am glad it occurred to me to mention it; for it would really be,Pride & Prejudice
"discreditable to _you_ to let them go alone.""",Pride & Prejudice
,Pride & Prejudice
"""My uncle is to send a servant for us.""",Pride & Prejudice
,Pride & Prejudice
"""Oh! Your uncle! He keeps a man-servant, does he? I am very glad you",Pride & Prejudice
have somebody who thinks of these things. Where shall you change horses?,Pride & Prejudice
"Oh! Bromley, of course. If you mention my name at the Bell, you will be",Pride & Prejudice
"attended to.""",Pride & Prejudice
